FileName,Sentence,Clean sentence,Lemmatized
doc3.txt,Our time to make a mark on history.,time mark history,time mark history
doc3.txt,Our time to write a new chapter in the American story.,time write new chapter american story,time write new chapter american story
doc3.txt,"Our time to leave our children a country that is freer and kinder, more prosperous and more just than the place we grew up.",time leave children country freer kinder prosperous place grew,time leave child country free kind prosperous place grow
doc3.txt,"And then someday, someday, if our kids get the chance to stand where we are and look back at the beginning of the 21st century, they can say that this was the time when America renewed its purpose.",someday someday kids chance stand look beginning 21st century time america renewed purpose,someday someday kid chance stand look beginning 21st century time america renew purpose
doc3.txt,They can say that this was the time when America found its way.,time america found way,time america find way
doc3.txt,They can say that this was the time when America learned to dream again.,time america learned dream,time america learn dream
doc4.txt,The first time I came to Kenya was in 1987.,time i came kenya 1987,time i come kenya 1987
doc4.txt,"I had just finished three years of work as a community organizer in low-income neighborhoods of Chicago, and was about to enroll in law school.",i finished years work community organizer low income neighborhoods chicago enroll law school,i finish year work community organizer low income neighborhood chicago enroll law school
doc4.txt,"My sister, Auma, was teaching that year at this university, and so I came to stay with her for a month.",sister auma teaching year university i came stay month,sister auma teach year university i come stay month
doc4.txt,My experience then was very different than it has been on this trip.,experience different trip,experience different trip
doc4.txt,"Instead of a motorcade, we traveled in my sister's old VW Beetle, which even then was already ten years old.",instead motorcade traveled sister old vw beetle years old,instead motorcade travel sister old vw beetle year old
doc4.txt,"When it broke down in front of Uhuru Park, we had to push until some joakalis came to fix it by the side of the road.",broke uhuru park push joakalis came fix road,break uhuru park push joakali come fix road
doc4.txt,"I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi.",i slept couch sister apartment fancy hotel meals small tea house downtown nairobi,i sleep couch sister apartment fancy hotel meal small tea house downtown nairobi
doc4.txt,"When we went upcountry, we traveled by train and matatu, with chickens and collard greens and sometimes babies placed in my lap.",upcountry traveled train matatu chickens collard greens babies placed lap,upcountry travel train matatu chicken collard green baby place lap
doc4.txt,But it was a magical trip.,magical trip,magical trip
doc4.txt,"To begin with, I discovered the warmth and sense of community that the people of Kenya possess - their sense of hopefulness even in the face of great difficulty.",begin i discovered warmth sense community people kenya possess sense hopefulness face great difficulty,begin i discover warmth sense community people kenya possess sense hopefulness face great difficulty
doc4.txt,"I discovered the beauty of the land, a beauty that haunts you long after you've left.",i discovered beauty land beauty haunts long left,i discover beauty land beauty haunt long leave
doc4.txt,"And most importantly for me, I discovered the story of my father's life, and the story of his father before him.",importantly me i discovered story father life story father,importantly i i discover story father life story father
doc4.txt,"I learned that my grandfather had been a cook for the British and, although he was a respected elder in his village, he was called ""boy"" by his employers for most of his life.",i learned grandfather cook british respected elder village boy employers life,i learn grandfather cook british respected elder village boy employer life
doc4.txt,"I learned about the brutal repression of Operation Anvil, the days of rape and torture in the ""Pipeline"" camps, the lives that so many gave, and how my grandfather had been arrested briefly during this period, despite being at the periphery of Kenya's liberation struggles.",i learned brutal repression operation anvil days rape torture pipeline camps lives grandfather arrested briefly period despite periphery kenya liberation struggles,i learn brutal repression operation anvil day rape torture pipeline camp life grandfather arrest briefly period despite periphery kenya liberation struggle
doc4.txt,"I learned how my father had grown up in a tiny village called Alego, near Siaya, during this period of tumult.",i learned father grown tiny village alego near siaya period tumult,i learn father grow tiny village alego near siaya period tumult
doc4.txt,I began to understand and appreciate the distance he had traveled - from being a boy herding goats to a student at the University of Hawaii and Harvard University to the respected economist that he was upon his return to Kenya.,i began understand appreciate distance traveled boy herding goats student university hawaii harvard university respected economist return kenya,i begin understand appreciate distance travel boy herd goat student university hawaii harvard university respected economist return kenya
doc4.txt,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation.",ways embodied new africa early sixties man obtained knowledge western world sought bring home hoped help create new nation,way embody new africa early sixties man obtain knowledge western world seek bring home hope help create new nation
doc4.txt,"And yet, I discovered that for all his education, my father's life ended up being filled with disappointments.",i discovered education father life ended filled disappointments,i discover education father life end fill disappointment
doc4.txt,"His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years.",ideas kenya progress odds politics tribe patronage spoke mind fault ended fired job prevented finding work country years,idea kenya progress odd politic tribe patronage speak mind fault end fire job prevent find work country year
doc4.txt,"And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well.",personal level fully reconciled traditions village modern conceptions family related women father expecting obey matter family life unstable children knew,personal level fully reconcile tradition village modern conception family relate woman father expect obey matter family life unstable child know
doc4.txt,"In many ways, then, my family's life reflects some of the contradictions of Kenya, and indeed, the African continent as a whole.",ways family life reflects contradictions kenya african continent,way family life reflect contradiction kenya african continent
doc4.txt,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",history africa history ancient kingdoms great traditions story people fighting free colonial rule heroism great men like nkrumah kenyatta mandela ordinary people endured great hardship ghana south africa secure self determination face great odds,history africa history ancient kingdom great tradition story people fight free colonial rule heroism great man like nkrumah kenyatta mandela ordinary people endure great hardship ghana south africa secure self determination face great odd
doc4.txt,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",progress surely acknowledge kenya african continent fulfilled potential hopefulness post colonial era replaced cynicism despair true freedom won struggling live shillings day fallen prey hiv aids malaria ordinary citizens continue find trapped crossfire war ethnic conflict,progress surely acknowledge kenya african continent fulfil potential hopefulness post colonial era replace cynicism despair true freedom win struggle live shilling day fall prey hiv aids malaria ordinary citizen continue find trap crossfire war ethnic conflict
doc4.txt,One statistic powerfully describes this unfulfilled promise.,statistic powerfully describes unfulfilled promise,statistic powerfully describe unfulfilled promise
doc4.txt,"In early 1960's, as Kenya was gaining its independence, its gross national product was not very different from that of South Korea.",early 1960 kenya gaining independence gross national product different south korea,early 1960 kenya gain independence gross national product different south korea
doc4.txt,"Today, South Korea's economy is forty times larger than Kenya's.",today south korea economy times larger kenya,today south korea economy time large kenya
doc4.txt,How can we explain this fact?,explain fact,explain fact
doc4.txt,"Certainly it is not due to lack of effort on the part of ordinary Kenyans - we know how hard Kenyans are willing to work, the tremendous sacrifices that Kenyan mothers make for their children, the Herculean efforts that Kenyan fathers make for their families.",certainly lack effort ordinary kenyans know hard kenyans willing work tremendous sacrifices kenyan mothers children herculean efforts kenyan fathers families,certainly lack effort ordinary kenyans know hard kenyans willing work tremendous sacrifice kenyan mother child herculean effort kenyan father family
doc4.txt,"We know as well the talent, the intelligence, and the creativity that exists in this country.",know talent intelligence creativity exists country,know talent intelligence creativity exist country
doc4.txt,And we know how much this land is blessed - just as the entire African continent is blessed - with great gifts and riches.,know land blessed entire african continent blessed great gifts riches,know land bless entire african continent bless great gift rich
doc4.txt,So what explains this?,explains,explain
doc4.txt,I believe there a number of factors at work.,i believe number factors work,i believe number factor work
doc4.txt,"Kenya, like many African nations did not come of age under the best historical circumstances.",kenya like african nations come age best historical circumstances,kenya like african nation come age good historical circumstance
doc4.txt,"It suffers from the legacy of colonialism, of national boundaries that were drawn without regard to the political and tribal alignments of indigenous peoples, and that therefore fed conflict and tribal strife.",suffers legacy colonialism national boundaries drawn regard political tribal alignments indigenous peoples fed conflict tribal strife,suffer legacy colonialism national boundary draw regard political tribal alignment indigenous people feed conflict tribal strife
doc4.txt,"Kenya was also forced to rapidly move from a highly agrarian to a more urban, industrialized nation.",kenya forced rapidly highly agrarian urban industrialized nation,kenya force rapidly highly agrarian urban industrialized nation
doc4.txt,"This means that the education and health care systems - issues that my own nation more than 200 years old still struggles with - lag behind, impacting its development.",means education health care systems issues nation 200 years old struggles lag impacting development,mean education health care system issue nation 200 year old struggle lag impact development
doc4.txt,"Third, Kenya is hurt from factors unique to Africa's geography and place in the world -- disease, distance from viable markets and especially terms of trade.",kenya hurt factors unique africa geography place world disease distance viable markets especially terms trade,kenya hurt factor unique africa geography place world disease distance viable market especially term trade
doc4.txt,"When African nations were just gaining independence, industrialized nations had decades of experience building their domestic economies and navigating the international financial system.",african nations gaining independence industrialized nations decades experience building domestic economies navigating international financial system,african nation gain independence industrialized nation decade experience build domestic economy navigate international financial system
doc4.txt,"And, as Frederick Douglass once stated: ""Power concedes nothing without a demand.",frederick douglass stated power concedes demand,frederick douglass state power concede demand
doc4.txt,"It never did, and it never will.""",,
doc4.txt,"As a result, many African nations have been asked to liberalize their markets without reciprocal concessions from mature economies.",result african nations asked liberalize markets reciprocal concessions mature economies,result african nation ask liberalize market reciprocal concession mature economy
doc4.txt,This lack of access for Africa's agriculture and commodities has restricted an important engine of economic growth.,lack access africa agriculture commodities restricted important engine economic growth,lack access africa agriculture commodity restrict important engine economic growth
doc4.txt,"Other issues, such as resource extraction and the drain of human capital have also been major factors.",issues resource extraction drain human capital major factors,issue resource extraction drain human capital major factor
doc4.txt,"As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa.",senator united states i believe country nations obligation self interest partners kenya africa,senator united states i believe country nation obligation self interest partner kenya africa
doc4.txt,"And, I will do my part to shape an intelligent foreign policy that promotes peace and prosperity.",i shape intelligent foreign policy promotes peace prosperity,i shape intelligent foreign policy promote peace prosperity
doc4.txt,A foreign policy that gives hope and opportunity to the people of this great continent.,foreign policy hope opportunity people great continent,foreign policy hope opportunity people great continent
doc4.txt,"But, Kenya must do its part.",kenya,kenya
doc4.txt,It cannot wait for other nations to act first.,wait nations act,wait nation act
doc4.txt,"The hard truth is that nations, by and large, will act in their self-interest and if Kenya does not act, it will fall behind.",hard truth nations large act self interest kenya act fall,hard truth nation large act self interest kenya act fall
doc4.txt,It's more than just history and outside influences that explain why Kenya lags behind.,history outside influences explain kenya lags,history outside influence explain kenya lag
doc4.txt,"Like many nations across this continent, where Kenya is failing is in its ability to create a government that is transparent and accountable.",like nations continent kenya failing ability create government transparent accountable,like nation continent kenya fail ability create government transparent accountable
doc4.txt,One that serves its people and is free from corruption.,serves people free corruption,serve people free corruption
doc4.txt,There is no doubt that what Kenyans have accomplished with this independence is both impressive and inspiring.,doubt kenyans accomplished independence impressive inspiring,doubt kenyans accomplish independence impressive inspiring
doc4.txt,"Among African nations, Kenya remains a model for representative democracy - a place where many different ethnic factions have found a way to live and work together in peace and stability.",african nations kenya remains model representative democracy place different ethnic factions found way live work peace stability,african nation kenya remain model representative democracy place different ethnic faction find way live work peace stability
doc4.txt,"You enjoy a robust civil society; a press that's free, fair, and honest; and a strong partnership with my own country that has resulted in critical cooperation on terrorist issues, real strides in fighting disease and poverty, and an important alliance on fostering regional stability.",enjoy robust civil society press free fair honest strong partnership country resulted critical cooperation terrorist issues real strides fighting disease poverty important alliance fostering regional stability,enjoy robust civil society press free fair honest strong partnership country result critical cooperation terrorist issue real stride fight disease poverty important alliance foster regional stability
doc4.txt,"And yet, the reason I speak of the freedom that you fought so hard to win is because today that freedom is in jeopardy.",reason i speak freedom fought hard win today freedom jeopardy,reason i speak freedom fight hard win today freedom jeopardy
doc4.txt,It is being threatened by corruption.,threatened corruption,threaten corruption
doc4.txt,Corruption is not a new problem.,corruption new problem,corruption new problem
doc4.txt,"It's not just a Kenyan problem, or an African problem.",kenyan problem african problem,kenyan problem african problem
doc4.txt,"It's a human problem, and it has existed in some form in almost every society.",human problem existed form society,human problem exist form society
doc4.txt,"My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections.",city chicago home corrupt local politics american history patronage machines questionable elections,city chicago home corrupt local politic american history patronage machine questionable election
doc4.txt,"In just the last year, our own U.S. Congress has seen a representative resign after taking bribes, and several others fall under investigation for using their public office for private gain.",year u.s. congress representative resign bribes fall investigation using public office private gain,year u.s. congress representative resign bribe fall investigation use public office private gain
doc4.txt,"But while corruption is a problem we all share, here in Kenya it is a crisis - a crisis that's robbing an honest people of the opportunities they have fought for - the opportunity they deserve.",corruption problem share kenya crisis crisis robbing honest people opportunities fought opportunity deserve,corruption problem share kenya crisis crisis rob honest people opportunity fight opportunity deserve
doc4.txt,"I know that while recent reports have pointed to strong economic growth in this country, 56% of Kenyans still live in poverty.",i know recent reports pointed strong economic growth country 56 kenyans live poverty,i know recent report point strong economic growth country 56 kenyans live poverty
doc4.txt,And I know that the vast majority of people in this country desperately want to change this.,i know vast majority people country desperately want change,i know vast majority people country desperately want change
doc4.txt,"It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health.",painfully obvious corruption stifles development siphons scarce resources improve infrastructure bolster education systems strengthen public health,painfully obvious corruption stifle development siphon scarce resource improve infrastructure bolster education system strengthen public health
doc4.txt,It stacks the deck so high against entrepreneurs that they cannot get their job-creating ideas off the ground.,stacks deck high entrepreneurs job creating ideas ground,stack deck high entrepreneur job create idea ground
doc4.txt,"In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else.",fact recent survey corruption kenya costs local firms 6 revenues difference good paying jobs kenya,fact recent survey corruption kenya cost local firm 6 revenue difference good pay job kenya
doc4.txt,"And corruption also erodes the state from the inside out, sickening the justice system until there is no justice to be found, poisoning the police forces until their presence becomes a source of insecurity rather than comfort.",corruption erodes state inside sickening justice system justice found poisoning police forces presence source insecurity comfort,corruption erode state inside sicken justice system justice find poison police force presence source insecurity comfort
doc4.txt,Corruption has a way of magnifying the very worst twists of fate.,corruption way magnifying worst twists fate,corruption way magnify bad twist fate
doc4.txt,It makes it impossible to respond effectively to crises -- whether it's the HIV/AIDS pandemic or malaria or crippling drought.,impossible respond effectively crises hiv aids pandemic malaria crippling drought,impossible respond effectively crisis hiv aids pandemic malaria crippling drought
doc4.txt,What's worse - corruption can also provide opportunities for those who would harness the fear and hatred of others to their agenda and ambitions.,worse corruption provide opportunities harness fear hatred agenda ambitions,bad corruption provide opportunity harness fear hatred agenda ambition
doc4.txt,"It can shield a war criminal - even one like Felicien Kabuga, suspected of helping to finance and orchestrate the Rwandan genocide - by allowing him to purchase safe haven for a time and robbing all humanity of the opportunity to bring the criminal to justice.",shield war criminal like felicien kabuga suspected helping finance orchestrate rwandan genocide allowing purchase safe haven time robbing humanity opportunity bring criminal justice,shield war criminal like felicien kabuga suspect help finance orchestrate rwandan genocide allow purchase safe haven time rob humanity opportunity bring criminal justice
doc4.txt,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",terrorist attacks like shed kenyan blood struck heart kenyan economy facilitated customs border officers paid police forces crippled corruption protect personal safety kenyans walking streets nairobi forged documents easy find climate graft fraud thrive,terrorist attack like shed kenyan blood strike heart kenyan economy facilitated custom border officer pay police force crippled corruption protect personal safety kenyans walk street nairobi forge document easy find climate graft fraud thrive
doc4.txt,"Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism.",worst actors international stage advantage collective exhaustion outrage people feel official corruption islamic extremists promise purification deliver totalitarianism,bad actor international stage advantage collective exhaustion outrage people feel official corruption islamic extremist promise purification deliver totalitarianism
doc4.txt,"Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust.",endemic corruption opens door kind movement wake comes new set distortions betrayals public trust,endemic corruption open door kind movement wake come new set distortion betrayal public trust
doc4.txt,"In the end, if the people cannot trust their government to do the job for which it exists - to protect them and to promote their common welfare - all else is lost.",end people trust government job exists protect promote common welfare lost,end people trust government job exist protect promote common welfare lose
doc4.txt,And this is why the struggle against corruption is one of the great struggles of our time.,struggle corruption great struggles time,struggle corruption great struggle time
doc4.txt,The good news is that there are already signs of progress here.,good news signs progress,good news sign progress
doc4.txt,Willingness to report corruption is increasingly significantly in Kenya.,willingness report corruption increasingly significantly kenya,willingness report corruption increasingly significantly kenya
doc4.txt,"The Kenyan media has been courageous in uncovering and reporting on some of the most blatant abuses of the system, and there has been a growing recognition among people and politicians that this is a critical issue.",kenyan media courageous uncovering reporting blatant abuses system growing recognition people politicians critical issue,kenyan medium courageous uncovering reporting blatant abuse system grow recognition people politician critical issue
doc4.txt,"Among other things, this recognition resulted in the coalition that came to power in the December elections of 2002.",things recognition resulted coalition came power december elections 2002,thing recognition result coalition come power december election 2002
doc4.txt,"This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.",coalition succeeded promising change early gestures dismissal shaky judges renewed vigor investigation goldenberg scandal real disclosure elected officials personal wealth promising,coalition succeed promise change early gesture dismissal shaky judge renew vigor investigation goldenberg scandal real disclosure elect official personal wealth promising
doc4.txt,But elections are not enough.,elections,election
doc4.txt,"In a true democracy, it is what happens between elections that is the true measure of how a government treats its people.",true democracy happens elections true measure government treats people,true democracy happen election true measure government treat people
doc4.txt,"Today, we're starting to see that the Kenyan people want more than a simple changing of the guard, more than piecemeal reforms to a crisis that's crippling their country.",today starting kenyan people want simple changing guard piecemeal reforms crisis crippling country,today start kenyan people want simple changing guard piecemeal reform crisis cripple country
doc4.txt,"The Kenyan people are crying out for real change, and whether one voted orange or banana in last year's referendum, the message that many Kenyans seemed to be sending was one of dissatisfaction with the pace of reform, and real frustration with continued tolerance of corruption at high levels.",kenyan people crying real change voted orange banana year referendum message kenyans sending dissatisfaction pace reform real frustration continued tolerance corruption high levels,kenyan people cry real change vote orange banana year referendum message kenyans send dissatisfaction pace reform real frustration continue tolerance corruption high level
doc4.txt,And so we know that there is more work to be done - more reforms to be made.,know work reforms,know work reform
doc4.txt,"I don't have all the solutions or think that they'll be easy, but there are a few places that a country truly committed to reform could start.",i solutions think easy places country truly committed reform start,i solution think easy place country truly commit reform start
doc4.txt,We know that the temptation to take a bribe is greater when you're not making enough on the job.,know temptation bribe greater job,know temptation bribe great job
doc4.txt,"And we also know that the more people there are on the government payroll, the more likely it is that someone will be encouraged to take a bribe.",know people government payroll likely encouraged bribe,know people government payroll likely encourage bribe
doc4.txt,So if the government found ways to downsize the bureaucracy - to cut out the positions that aren't necessary or useful - it could use the extra money to increase the salary of other government officials.,government found ways downsize bureaucracy cut positions necessary useful use extra money increase salary government officials,government find way downsize bureaucracy cut position necessary useful use extra money increase salary government official
doc4.txt,"Of course, the best way to reduce bureaucracy and increase pay is to create more private sector jobs.",course best way reduce bureaucracy increase pay create private sector jobs,course good way reduce bureaucracy increase pay create private sector job
doc4.txt,"And the way to create good jobs is when the rules of a society are transparent - when there's a clear and advertised set of laws and regulations regarding how to start a business, what it takes to own property, how to go about getting a loan - there is less of a chance that some corrupt bureaucrat will make up his own rules that suit only his interests.",way create good jobs rules society transparent clear advertised set laws regulations regarding start business property loan chance corrupt bureaucrat rules suit interests,way create good job rule society transparent clear advertised set law regulation regard start business property loan chance corrupt bureaucrat rule suit interest
doc4.txt,Clarifying these rules and focusing resources on building a judicial system that can enforce them and resolve disputes should be a primary goal of any government suffering from corruption.,clarifying rules focusing resources building judicial system enforce resolve disputes primary goal government suffering corruption,clarify rule focus resource build judicial system enforce resolve dispute primary goal government suffer corruption
doc4.txt,"In addition, we know that the more information the public is provided, the easier it will be for your Kenyan brothers and sisters out in the villages to evaluate whether they are being treated fairly by their public servants or not.",addition know information public provided easier kenyan brothers sisters villages evaluate treated fairly public servants,addition know information public provide easy kenyan brother sister village evaluate treat fairly public servant
doc4.txt,"Wealth declarations do little good if no one can access them, and accountability in government spending is not possible if no one knows how much was available and allocated to a given project in the first place.",wealth declarations little good access accountability government spending possible knows available allocated project place,wealth declaration little good access accountability government spending possible know available allocate project place
doc4.txt,"Finally, ethnic-based tribal politics has to stop.",finally ethnic based tribal politics stop,finally ethnic base tribal politic stop
doc4.txt,"It is rooted in the bankrupt idea that the goal of politics or business is to funnel as much of the pie as possible to one's family, tribe, or circle with little regard for the public good.",rooted bankrupt idea goal politics business funnel pie possible family tribe circle little regard public good,root bankrupt idea goal politic business funnel pie possible family tribe circle little regard public good
doc4.txt,It stifles innovation and fractures the fabric of the society.,stifles innovation fractures fabric society,stifle innovation fracture fabric society
doc4.txt,"Instead of opening businesses and engaging in commerce, people come to rely on patronage and payback as a means of advancing.",instead opening businesses engaging commerce people come rely patronage payback means advancing,instead opening business engage commerce people come rely patronage payback means advance
doc4.txt,"Instead of unifying the country to move forward on solving problems, it divides neighbor from neighbor.",instead unifying country forward solving problems divides neighbor neighbor,instead unify country forward solve problem divide neighbor neighbor
doc4.txt,"An accountable, transparent government can break this cycle.",accountable transparent government break cycle,accountable transparent government break cycle
doc4.txt,"When people are judged by merit, not connections, then the best and brightest can lead the country, people will work hard, and the entire economy will grow - everyone will benefit and more resources will be available for all, not just select groups.",people judged merit connections best brightest lead country people work hard entire economy grow benefit resources available select groups,people judge merit connection good bright lead country people work hard entire economy grow benefit resource available select group
doc4.txt,"Of course, in the end, one of the strongest weapons your country has against corruption is the ability of you, the people, to stand up and speak out about the injustices you see.",course end strongest weapons country corruption ability people stand speak injustices,course end strong weapon country corruption ability people stand speak injustice
doc4.txt,The Kenyan people are the ultimate guardians against abuses.,kenyan people ultimate guardians abuses,kenyan people ultimate guardian abuse
doc4.txt,"The world knows the names of Wangari Maathai and John Githongo, who are fighting against the insidious corruption that has weakened Kenya.",world knows wangari maathai john githongo fighting insidious corruption weakened kenya,world know wangari maathai john githongo fight insidious corruption weaken kenya
doc4.txt,"But there are so many others, some of whom I'm meeting during my visit here - Betty Murungi, Ken Njau, Jane Onyango, Maina Kiai, Milly Odhiombo, and Hussein Khalid.",i meeting visit betty murungi ken njau jane onyango maina kiai milly odhiombo hussein khalid,i meet visit betty murungi ken njau jane onyango maina kiai milly odhiombo hussein khalid
doc4.txt,"As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction.",numerous kenyan men women refused pay bribes civil servants perform duties auditors inspectors general job accurately fairly regardless facts led journalists asked questions pushed answers lucrative look way whip convenient fiction,numerous kenyan man woman refuse pay bribe civil servant perform duty auditor inspector general job accurately fairly regardless fact lead journalist ask question push answer lucrative look way whip convenient fiction
doc4.txt,"And then there are anonymous Kenyan whistleblowers who show us what is, so that we can all work together to demand what should be.",anonymous kenyan whistleblowers work demand,anonymous kenyan whistleblower work demand
doc4.txt,"By rejecting the insulting idea that corruption is somehow a part of Kenyan culture, these heroes reveal the very opposite - they reveal a strength and integrity of character that can build a great country, a great future.",rejecting insulting idea corruption kenyan culture heroes reveal opposite reveal strength integrity character build great country great future,reject insulting idea corruption kenyan culture hero reveal opposite reveal strength integrity character build great country great future
doc4.txt,"By focusing on building strong, independent institutions - like an anti-corruption commission with real authority - rather than cults of personality, they make a contribution to their country that will last longer than their own lives.",focusing building strong independent institutions like anti corruption commission real authority cults personality contribution country longer lives,focus build strong independent institution like anti corruption commission real authority cult personality contribution country long life
doc4.txt,They fight the fight of our time.,fight fight time,fight fight time
doc4.txt,"Looking out at this crowd of young people, I have faith that you will fight this fight too.",looking crowd young people i faith fight fight,look crowd young people i faith fight fight
doc4.txt,"You will decide if your leaders will be held accountable, or if you will look the other way.",decide leaders held accountable look way,decide leader hold accountable look way
doc4.txt,You will decide if the standards and the rules will be the same for everyone - regardless of ethnicity or of wealth.,decide standards rules regardless ethnicity wealth,decide standard rule regardless ethnicity wealth
doc4.txt,"And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together.",determine direction country 21st century hard work lost selfish desires build open honest stronger kenya rises,determine direction country 21st century hard work lose selfish desire build open honest strong kenya rise
doc4.txt,This is the Kenya that so many who came before you envisioned - all those men and women who struggled and sacrificed and fought for the freedom you enjoy today.,kenya came envisioned men women struggled sacrificed fought freedom enjoy today,kenya come envision man woman struggle sacrifice fight freedom enjoy today
doc4.txt,I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.,i know honoring memory freedom real like impossible task effort bigger imagine little right wrongs,i know honor memory freedom real like impossible task effort big imagine little right wrong
doc4.txt,"As I said at the outset, I did not know my father well - he returned to Kenya from America when I was still young.",i outset i know father returned kenya america i young,i outset i know father return kenya america i young
doc4.txt,Since that time I have known him through stories - those my mother would tell and those I heard from my relatives here in Kenya on my last trip to this country.,time i known stories mother tell i heard relatives kenya trip country,time i know story mother tell i hear relative kenya trip country
doc4.txt,I know from these stories that my father was not a perfect man - that he made his share of mistakes and disappointed his share of people in his lifetime.,i know stories father perfect man share mistakes disappointed share people lifetime,i know story father perfect man share mistake disappoint share people lifetime
doc4.txt,"As our parents' children, we have the opportunity to learn from these mistakes and disappointments.",parents children opportunity learn mistakes disappointments,parent child opportunity learn mistake disappointment
doc4.txt,We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.,opportunity muster courage fulfill promise forefathers lead great nations future,opportunity muster courage fulfill promise forefather lead great nation future
doc4.txt,In today's Kenya - a Kenya already more open and less repressive than in my father's day - it is that courage that will bring the reform so many of you so desperately want and deserve.,today kenya kenya open repressive father day courage bring reform desperately want deserve,today kenya kenya open repressive father day courage bring reform desperately want deserve
doc4.txt,"I wish all of you luck in finding this courage in the days and months to come, and I want you to know that as your ally, your friend, and your brother, I will be there to help in any way I can.",i wish luck finding courage days months come i want know ally friend brother i help way i,i wish luck find courage day month come i want know ally friend brother i help way i
doc4.txt,Thank you.,thank,thank
doc5.txt,"Throughout American history, there have been moments that call on us to meet the challenges of an uncertain world, and pay whatever price is required to secure our freedom.",american history moments meet challenges uncertain world pay price required secure freedom,american history moment meet challenge uncertain world pay price require secure freedom
doc5.txt,"They are the soul-trying times our forbearers spoke of, when the ease of complacency and self-interest must give way to the more difficult task of rendering judgment on what is best for the nation and for posterity, and then acting on that judgment ?",soul trying times forbearers spoke ease complacency self interest way difficult task rendering judgment best nation posterity acting judgment,soul try time forbearer speak ease complacency self interest way difficult task render judgment good nation posterity act judgment
doc5.txt,making the hard choices and sacrifices necessary to uphold our most deeply held values and ideals.,hard choices sacrifices necessary uphold deeply held values ideals,hard choice sacrifice necessary uphold deeply hold value ideal
doc5.txt,This was true for those who went to Lexington and Concord.,true lexington concord,true lexington concord
doc5.txt,It was true for those who lie buried at Gettysburg.,true lie buried gettysburg,true lie bury gettysburg
doc5.txt,"It was true for those who built democracy’s arsenal to vanquish fascism, and who then built a series of alliances and a world order that would ultimately defeat communism.",true built democracy arsenal vanquish fascism built series alliances world order ultimately defeat communism,true build democracy arsenal vanquish fascism build series alliance world order ultimately defeat communism
doc5.txt,"And this has been true for those of us who looked on the rubble and ashes of 9/11, and made a solemn pledge that such an atrocity would never again happen on United States soil; that we would do whatever it took to hunt down those responsible, and use every tool at our disposal ?",true looked rubble ashes 9/11 solemn pledge atrocity happen united states soil hunt responsible use tool disposal,true look rubble ashe 9/11 solemn pledge atrocity happen united states soil hunt responsible use tool disposal
doc5.txt,"diplomatic, economic, and military ?",diplomatic economic military,diplomatic economic military
